ID,QUESTION_TEXT,HINT,QUESTION_TYPE,CATEGORY,DIFFICULTY,LANGUAGE,ANSWER_OPTION_A,ANSWER_OPTION_B,ANSWER_OPTION_C,ANSWER_OPTION_D,ANSWER_CORRECT,HAS_ORDERED_ANSWERS,ANSWER_EXPLANATION,ANSWER_AUDIO,ANSWER_VIDEO,ANSWER_ACCESSIBLE_URL,ANSWER_ACCESSIBLE_URL_TEXT,ANSWER_SCIENTIFIC_URL,ANSWER_SCIENTIFIC_URL_TEXT,ANSWER_READING_RECOMMENDATION,ANSWER_IMAGE_URL,ANSWER_IMAGE_EXPLANATION,ANSWER_EXTRA_INFO,AUTHOR,VALIDATOR,VALIDATION_STATUS,ADDED,CREATED,UPDATED,TAGS_LIST
30,La fonte de la banquise a un impact sur...,,QCM,1,2,Français,El Niño,l'albedo (la réflexion de l'énergie vers le ciel),l'acidification de l'océan,la montée des eaux,b,False,"La banquise joue un rôle essentiel : en réfléchissant les rayons du soleil grâce à sa couleur – l’albedo, le pouvoir réfléchissant de la banquise est de 95% -, elle isole les eaux froides et maintient des températures basses. Du fait de la diminution de la surface de la banquise, une plus grande quantité de rayons atteint directement l’eau (flaques, océan) qui absorbe l’énergie solaire plus qu’elle ne la réverbère. L’océan se réchauffe davantage encore !",,,https://fr.wikipedia.org/wiki/Alb%C3%A9do#Climatologie,Albédo — Wikipédia,,,,,,"autres articles :
https://www.lemonde.fr/blog/oceanclimat/2019/04/26/la-fonte-des-glaces-ou-comment-et-pourquoi/
https://www.futura-sciences.com/planete/actualites/climatologie-impact-energetique-flaques-banquise-44141/",Matthieu Massart,Raphael Odini,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 16, 142, 160]"
31,DOUBLON Quelle est la conséquence de la dissolution du CO2 dans les océans,,QCM,1,1,Français,Leur acidification,leur réchauffement,un ralentissement du Gulf Stream,une baisse de la fertilité des poissons,a,False,"Environ 30% du CO2 émis se dissout dans nos océans, entrainant des réactions chimiques qui acidifient les océans.  Depuis la révolution industrielle, le pH est passé de 8.2 à 8.1, et les chercheurs estiment que cette valeur va diminuer encore de 0.3 avant la fin du siècle.",,,https://fr.wikipedia.org/wiki/Acidification_des_oc%C3%A9ans,Acidification des océans — Wikipédia,,,,,,https://www.lemonde.fr/blog/oceanclimat/2015/11/18/tout-ce-quil-faut-savoir-sur-lacidification-des-oceans/,Avenir Climatique,Matthieu Massart,Écartée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 13, 142, 166]"
32,"Parmi les phénomènes suivants, lequel ne fait PAS monter le niveau de l'océan ?",,QCM,1,1,Français,La dilatation de l'eau sous l'effet du réchauffement climatique,La fonte des calottes glaciaires,La fonte de la banquise,La fonte des glaciers,c,False,"En vertu du principe d'Archimède, la banquise, qui flotte sur l'eau, ne fait pas monter l'eau quand elle fond. Faites le test avec un glaçon dans votre pastis ! La situation est différente avec les calottes glaciaires, qui reposent sur la terre ferme, comme au Groenland et en Antarctique.",,,https://fr.wikipedia.org/wiki/%C3%89l%C3%A9vation_du_niveau_de_la_mer,Élévation du niveau de la mer — Wikipédia,,,,,,,Matthieu Massart,Raphael Odini,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 16, 69, 142, 160]"
33,Est-ce qu'une augmentation de la température peut entrainer une augmentation du CO2 dans l'atmosphère ?,,QCM,1,3,Français,"Oui, par la chaleur latente des océans","Oui, en raison du dégazage des océans","Oui, c'est l'effet albedo","Non, pas de lien",b,False,"Plus la température augmente et plus la solubilité des gaz dans l’eau diminue, ce qui entraine une diminution de l'oxygène disponible pour la vie marine. L'effet albedo, c'est l'effet de réflexion par les surfaces terrestres du rayonnement solaire.",,,https://www.futura-sciences.com/planete/questions-reponses/eau-banquise-glacier-difference-1132/,"Banquise et glacier, quelle différence ?",,,,,,,Matthieu Massart,laydgeur,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[13, 51]"
34,"En termes d'émissions mondiales de gaz à effet de serre, le secteur de l'agriculture et de l'usage des sols représente...",,QCM,1,2,Français,15%,25%,35%,45%,b,True,"Environ la moitié de ces émissions es due à l'agriculture et l'élevage (engrais, bovins, déjections, culture du riz), l'autre moitié est due à la déforestation et au changement d'utilisation des terres.",,,https://fr.wikipedia.org/wiki/Gaz_%C3%A0_effet_de_serre#Par_secteurs,Gaz à effet de serre — Wikipédia,https://www.ipcc.ch/site/assets/uploads/sites/4/2019/11/03_Technical-Summary-TS.pdf,,,,,,Matthieu Massart,Raphael Odini,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[17, 142, 150]"
35,"Le pergélisol (ou permafrost), c'est un sol dont la température se maintient en dessous de 0°C. Il couvre 20% de la surface terrestre. Que libère-t-il principalement en dégelant sous l'effet du réchauffement climatique ?",,QCM-RM,1,1,Français,du CO2,de l'eau,du méthane,du NO2,ac,False,La libération en grande quantité de ce méthane emprisonné aurait un effet dévastateur sur le climat de la planète. Et aussi des virus du passé ou inconnus... Le permafrost est souvent désigné comme une potentielle bombe climatique. Il libère aussi du CO2.,,,https://www.france24.com/fr/20180125-le-permafrost-cette-bombe-a-retardement-sous-larctique,,https://www.nature.com/articles/480032a,,,,,https://multimedia.scmp.com/news/world/article/3000839/permafrost/,Matthieu Massart,Jean-Philippe Pernin,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[18, 51, 142, 183]"
36,"DOUBLON Outre le changement climatique, les émissions de CO2 ont aussi une influence inquiétante sur...",,QCM,1,1,Français,l'augmentation des cancers de la peau,l'acidité de l'océan,la fréquence des événements météorologiques extrèmes,la concentration d'oxygène dans l'air,b,False,"De nombreux organismes marins sont sensibles à cette baisse de pH : les coraux, les mollusques et certains planctons sont ainsi privés des ions carbonate nécessaires pour construire leurs coquilles et leurs squelettes.",,,https://www.lemonde.fr/biodiversite/article/2014/10/08/l-acidification-des-oceans-aura-d-importantes-consequences-pour-la-biodiversite_4502183_1652692.html,L’acidification des océans aura d’importantes conséquences pour la biodiversité,,,,,,,Matthieu Massart,Raphael Odini,Écartée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[13, 142, 166]"
37,"La déforestation consiste à couper ou brûler des arbres au-delà de leur capacité de renouvellement. La première cause de déforestation dans le monde, c'est...",,QCM,1,1,Français,l'agriculture,la construction,l'industrie,les transports,a,False,"Depuis l'arrivée de Homo Sapiens, on est ainsi passé de 60 à 40 milliards d'hectares de forêts. Les principales causes de déforestation sont l’agriculture (soja, huile de palme, ...) et l’élevage, pour 80%. Mais il y a aussi la construction de barrages hydroélectriques et d’infrastructures routières, l’industrie minière, les feux de forêt et le trafic de bois.",,,https://www.lemonde.fr/planete/article/2015/09/07/80-de-la-deforestation-est-due-a-l-agriculture_4747867_3244.html,80 % de la déforestation est due à l’agriculture,,,,,Pays les plus affectés par la déforestation. Les % en bleu représentent la proportion du bois qui est exportée. Sont illustrés également les principales causes par pays (en anglais).,,Matthieu Massart,Raphael Odini,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[19, 20, 142, 148]"
38,"Entre 2010 et 2019, quel est le pays d'Europe qui a le plus fortement réduit l'intensité carbone de sa production d'électricité ?",,QCM,5,3,Français,Allemagne,Italie,Pologne,Royaume-Uni,d,False,"Cette forte baisse au Royaume-Uni s'explique surtout par la réduction de sa consommation de charbon, qui a représenté en 2018 moins de 5 % de la production électrique, contre 40 % en 2012. Mais selon le Comité britannique pour le changement climatique, ce ne sera pas assez pour que le pays atteigne ses objectifs climatiques. Il faudra aussi réduire les émissions dans d'autres secteurs.",,,https://www.lesechos.fr/monde/europe/royaume-uni-les-emissions-de-co2-baissent-pour-la-6e-annee-consecutive-995531,Royaume-Uni : les émissions de CO2 baissent pour la 6e année consécutive | Les Echos,http://reports.electricinsights.co.uk/wp-content/uploads/2020/11/201126_Drax_20Q3_005-1.pdf,,,,"A gauche : intensité carbone au début et à la fin de la décennie 2010, par pays;
A droite : classement des pays par ordre de plus forts changement dans l'intensité carbone sur la même période",,Raphael Odini,Matthieu Massart,Validée,2020-12-02,2020-03-10 00:00:00,2020-05-23 00:00:00,"[13, 39, 47]"
39,"En France, quelle part de la consommation annuelle de gaz représente le biométhane injecté dans le réseau de distribution ?",,QCM,5,3,Français,Moins de 1%,Entre 1% et 3%,Entre 3% et 6%,Entre 6% et 9%,a,True,"La part est d'environ 0.25% avec, en 2019 1,2 TWh injectés pour une consommation d'environ 470 TWh.",,,https://www.batiactu.com/edito/ou-est-reellement-biomethane-france-2019-56129.php,Où en est réellement le biométhane en France en 2019 ?,https://www.statistiques.developpement-durable.gouv.fr/tableau-de-bord-biomethane-injecte-dans-les-reseaux-de-gaz-quatrieme-trimestre-2019,,,,Méthaniseur,https://www.energylab.sia-partners.com/observatoire-biomethane-2019,Avenir Climatique,Raphael Odini,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[1, 15, 41, 70]"
40,"En France, quelle part de la consommation annuelle d'électricité est issue des bioénergies  ?",,QCM,5,4,Français,Moins de 1%,Entre 1% et 3%,Entre 3% et 6%,Entre 6% et 9%,b,True,"2,000 gigawatt-heures à comparer à une consommation totale de 474,000 gigawatt-heures.",,,https://bilan-electrique-2019.rte-france.com/production-totale/,Production – Production totale  : RTE Bilan électrique 2019,,,,,,"https://www.statistiques.developpement-durable.gouv.fr/tableau-de-bord-biogaz-pour-la-production-delectricite-premier-trimestre-2020
https://www.actu-environnement.com/ae/news/biogaz-raccordement-electricite-recul-30222.php4",Avenir Climatique,Matthieu Massart,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[1, 15, 39, 70, 95]"
41,"Si la pêche se poursuit au rythme actuel, à quelle date les scientifiques estiment-ils qu'il n'y aura plus de poisson à pêcher dans les mers ?",,QCM,7,2,Français,2025,2050,2100,"Jamais, il en restera toujours assez pour s'en nourrir",b,True,"C'est ce qui ressort d'une étude canadienne de 200. Le déclin de la biodiversité s’accélère et rythme il n’y aura presque plus d’espèces de poissons ou de fruits de mer à consommer en 2048. A l’heure actuelle, 29% de ces espèces se sont effondrées, c'est à dire que leurs prises ont chuté de 90%.",,,https://aquaculture-aquablog.blogspot.com/2017/10/surpeche-2048-plus-de-poisson-dans-les-oceans.html,"En 2048, il n'y aura plus de poisson dans les océans !",,,,,,,Matthieu Massart,,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 21, 216]"
42,Combien d'années faut-il à du CO2 émis pour commencer à être évacué de l'atmosphère ?,,QCM,1,4,Français,1 an,10 ans,100 ans,1000 ans,c,True,"La durée de séjour (= ""demi-vie"") d'une particule de CO2 dans l'atmosphère est de 100 ans mais il faut plus de 10 000  ans pour toutes les évacuer. C'est pourquoi les changements climatiques sont fondamentalement irréversibles à l'échelle humaine.",,,https://jancovici.com/changement-climatique/gaz-a-effet-de-serre-et-cycle-du-carbone/quels-sont-les-gaz-a-effet-de-serre-quels-sont-leurs-contribution-a-leffet-de-serre/,Quels sont les gaz à effet de serre ? – Jean-Marc Jancovici,https://fr.wikipedia.org/wiki/Potentiel_de_r%C3%A9chauffement_global,,,,"Forçage radiatif résiduel, au cours du temps, et en watts par mètre carré, provenant d’un million de tonnes de gaz émises à l’instant 0 (échelles logaritmiques).
On voit qu’il faut attendre de l’ordre du siècle avant que le CO2 ne commence à être évacué de l’atmosphère de manière significative.",,Matthieu Massart,Raphael Odini,A valider,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[12, 13, 142, 153]"
43,Quel jour de l'année un Français atteint-il l'empreinte écologique d'un Malien ?,,QCM,1,2,Français,Le 17 février,Le 5 mai,Le 27 juillet,Le 30 octobre,b,True,"L'empreinte écologique caractérise la surface de la Terre utilisée par l'Homme pour pêcher, élever, cultiver, déboiser, construire et brûler des énergies fossiles. La biocapacité, quant à elle, représente la surface de la planète nécessaire pour faire face à ces pressions. Si ça peut vous consoler, ce serait le 14 mars si vous étiez un Américain. En moyenne mondiale, le 1er août.",,,https://www.wwf.fr/jourdudepassement,Le Jour du dépassement | WWF France,,,,,,,Matthieu Massart,Pascal Esposito,Brouillon,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,[1]
44,Quel sera l'impact d'une hausse de 2 °C de la température de l'air (depuis le début de l'ère pré-industrielle) sur les massifs de coraux ?,,QCM,4,2,Français,Pas d'effet observable,30% de réduction,60% de réduction,99% de réduction,d,True,"Les massifs coralliens hébergent environ 1 million d'espèces animales et fournissent des services à 500 millions de personnes (nourriture, travaux de protection côtière...). A une température de +1,5°C (qui sera atteinte aux environ de 2040) ce sont près de 90% des coraux qui subiront des dégradations. A +2°C la quasi totalité des coraux de la planète disparaitront.",,https://dai.ly/x45uiki,https://www.nationalgeographic.fr/environnement/les-recifs-coralliens-pourraient-disparaitre-avant-2050,Les rÃ©cifs coralliens pourraient disparaÃ®tre avant 2050 | National Geographic,http://whc.unesco.org/en/news/1676/,,,,,,Matthieu Massart,,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 51, 216]"
45,"Quelle quantité de métaux lourds, solvants, boues toxiques et autres déchets industriels est déversée dans les eaux du monde chaque jour ?",,QCM,3,4,Français,"1000 tonnes,  soit 4 avions A380","100 000 tonnes, soit 10 fois la Tour Eiffel","1 million de tonnes, soit 3 fois l'Empire State Building","100 millions de tonnes, soit 20 fois la Grande pyramide de Gizeh",c,True,"Chaque année, 300 à 400 millions de tonnes de métaux lourds, solvants, boues toxiques et autres déchets issus des sites industriels sont déversés dans les eaux du monde, soit donc un million de tonnes tous les jours.  Les engrais qui arrivent dans les écosystèmes côtiers ont produit plus de 400 « zones mortes» dans les océans, ce qui représente environ 245.000 km2, une superficie totale plus grande que le Royaume-Uni.
Source : rapport IPBES 2019.",,,https://www.consoglobe.com/rapport-ipbes-05-2019-cg,Rapport IPBES - Des preuves inquiétantes du déclin de la biodiversité,https://ipbes.net/news/Media-Release-Global-Assessment-Fr,,,,"Sol pollué dans la mine Brukunga Pyrites, à l'est d'Adelaide, sud de l'Australie en 1992
Crédit : John Coppi",,Matthieu Massart,laydgeur,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 49, 216]"
46,"[DOUBLON] Selon le rapport du GIEC de 2014, le degré de certitude qu'on a que le dérèglement climatique est dû à l'augmentation des gaz à effet de serre issus de l'activité humaine est de...",,QCM,1,3,Français,50%,80%,95%,100%,c,True,Autrement dit 'extrêmement probable'. Cette probabilité était de 90 % dans le précédent rapport du Giec en 2007 et de 66 % dans celui de 2001.,,,https://www.lemonde.fr/planete/article/2014/04/14/rechauffement-les-dix-points-marquants-du-rapport-du-giec_4399907_3244.html,Réchauffement : les 10 points marquants du rapport du GIEC,,,,,,,Matthieu Massart,Raphael Odini,Écartée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,[22]
47,"C'est à la fin de l'été, en septembre, que la surface de la banquise arctique est la plus réduite. Comment a évolué cette surface minimale sur les 40 dernière années ?",,QCM,1,3,Français,Elle est restée globalement stable,Elle a diminué de 10%,Elle a diminué de moitié,Elle a diminué de 90%,c,True,"La cause de cette fonte exceptionnelle au fil des années est bien connue. La hausse des températures au niveau mondial depuis plusieurs décennies ne cesse de s'accélérer, et se montre particulièrement marquée  sur le secteur Arctique.",,,http://www.meteo-paris.com/actualites/banquise-arctique-fin-de-la-fonte-estivale-2e-etendue-la-plus-faible-22-septembre-2019.html,"Actualités météo: Banquise Arctique : fin de la fonte estivale, 2e étendue la plus faible 25/09/2019",,,,,,,Matthieu Massart,Pascal Esposito,Validée,2020-03-10,2020-03-10 00:00:00,2020-09-28 00:00:00,"[9, 16, 142, 160]"
